data_registro;cidade;confirmados;suspeitos;obitos
08-09-2021;Realeza;32;52;1
09-09-2021;Realeza;30;37;0
10-09-2021;Realeza;20;26;0
11-09-2021;Realeza;33;45;1
12-09-2021;Realeza;24;36;0
13-09-2021;Realeza;18;28;0
14-09-2021;Realeza;26;40;1
15-09-2021;Realeza;16;24;0
16-09-2021;Realeza;30;47;1
17-09-2021;Realeza;19;30;1
18-09-2021;Realeza;28;47;1
19-09-2021;Realeza;28;39;1
20-09-2021;Realeza;20;25;1
21-09-2021;Realeza;25;42;0
22-09-2021;Realeza;30;42;1
23-09-2021;Realeza;10;13;0
24-09-2021;Realeza;26;37;1
25-09-2021;Realeza;10;15;0
26-09-2021;Realeza;18;30;0
27-09-2021;Realeza;31;41;0
28-09-2021;Realeza;25;41;0
29-09-2021;Realeza;23;34;1
30-09-2021;Realeza;26;35;0
01-10-2021;Realeza;11;15;0
02-10-2021;Realeza;14;22;0
03-10-2021;Realeza;12;16;0
04-10-2021;Realeza;12;14;0
05-10-2021;Realeza;13;17;0
06-10-2021;Realeza;22;36;1
07-10-2021;Realeza;9;11;0
08-10-2021;Realeza;15;21;0
09-10-2021;Realeza;29;41;0
10-10-2021;Realeza;28;37;1
11-10-2021;Realeza;9;12;0
12-10-2021;Realeza;23;39;1
13-10-2021;Realeza;33;55;1
14-10-2021;Realeza;31;41;0
15-10-2021;Realeza;21;35;0
16-10-2021;Realeza;10;14;0
17-10-2021;Realeza;15;20;0
18-10-2021;Realeza;22;37;0
19-10-2021;Realeza;9;13;0
20-10-2021;Realeza;15;24;0
21-10-2021;Realeza;25;42;0
22-10-2021;Realeza;16;20;0
23-10-2021;Realeza;27;42;0
24-10-2021;Realeza;17;23;0
25-10-2021;Realeza;14;18;0
26-10-2021;Realeza;14;19;0
27-10-2021;Realeza;25;32;1
28-10-2021;Realeza;32;47;0
29-10-2021;Realeza;29;42;0
30-10-2021;Realeza;19;30;0
31-10-2021;Realeza;25;31;0
01-11-2021;Realeza;21;29;1
02-11-2021;Realeza;23;32;0
03-11-2021;Realeza;32;53;1
04-11-2021;Realeza;21;28;0
05-11-2021;Realeza;27;42;1
06-11-2021;Realeza;24;39;1
07-11-2021;Realeza;20;29;0
08-11-2021;Realeza;18;28;0
09-11-2021;Realeza;21;34;1
10-11-2021;Realeza;20;31;0
11-11-2021;Realeza;16;23;0
12-11-2021;Realeza;27;35;0
13-11-2021;Realeza;31;42;1
14-11-2021;Realeza;15;22;0
15-11-2021;Realeza;17;21;0
16-11-2021;Realeza;12;19;0
17-11-2021;Realeza;27;43;0
18-11-2021;Realeza;12;17;0
19-11-2021;Realeza;32;45;1
20-11-2021;Realeza;18;30;0
21-11-2021;Realeza;32;45;0
22-11-2021;Realeza;21;33;0
23-11-2021;Realeza;18;27;0
24-11-2021;Realeza;22;26;0
25-11-2021;Realeza;33;54;1
26-11-2021;Realeza;16;22;0
27-11-2021;Realeza;30;42;1
28-11-2021;Realeza;31;42;1
29-11-2021;Realeza;28;47;0
30-11-2021;Realeza;16;25;0
01-12-2021;Realeza;11;15;0
02-12-2021;Realeza;17;28;0
03-12-2021;Realeza;33;49;1
04-12-2021;Realeza;30;39;1
05-12-2021;Realeza;15;22;0
06-12-2021;Realeza;9;13;0
07-12-2021;Realeza;24;34;0
08-12-2021;Realeza;14;22;0
09-12-2021;Realeza;30;48;1
10-12-2021;Realeza;13;21;0
11-12-2021;Realeza;16;26;0
12-12-2021;Realeza;19;27;0
13-12-2021;Realeza;25;34;1
14-12-2021;Realeza;33;44;1
15-12-2021;Realeza;25;41;1
16-12-2021;Realeza;31;46;1
17-12-2021;Realeza;33;40;1
18-12-2021;Realeza;15;18;0
19-12-2021;Realeza;33;42;1
20-12-2021;Realeza;17;23;0
21-12-2021;Realeza;18;26;0
22-12-2021;Realeza;17;24;0
23-12-2021;Realeza;23;38;0
24-12-2021;Realeza;27;33;1
25-12-2021;Realeza;25;31;1
26-12-2021;Realeza;22;33;0
27-12-2021;Realeza;22;33;0
28-12-2021;Realeza;11;18;0
29-12-2021;Realeza;28;42;0
30-12-2021;Realeza;27;36;1
31-12-2021;Realeza;30;36;1
01-01-2022;Realeza;18;27;0
02-01-2022;Realeza;10;14;0
03-01-2022;Realeza;29;47;1
04-01-2022;Realeza;30;45;1
05-01-2022;Realeza;15;24;0
06-01-2022;Realeza;10;12;0
07-01-2022;Realeza;18;24;0
08-01-2022;Realeza;25;35;1
09-01-2022;Realeza;12;15;0
10-01-2022;Realeza;25;38;0
11-01-2022;Realeza;10;13;0
12-01-2022;Realeza;31;51;0
13-01-2022;Realeza;26;38;1
14-01-2022;Realeza;15;20;0
15-01-2022;Realeza;14;20;0
16-01-2022;Realeza;14;24;0
17-01-2022;Realeza;15;18;0
18-01-2022;Realeza;27;42;0
19-01-2022;Realeza;10;15;0
20-01-2022;Realeza;19;23;0
21-01-2022;Realeza;18;29;0
22-01-2022;Realeza;25;42;1
23-01-2022;Realeza;34;56;1
24-01-2022;Realeza;32;52;0
25-01-2022;Realeza;30;42;1
26-01-2022;Realeza;16;23;0
27-01-2022;Realeza;10;13;0
28-01-2022;Realeza;17;27;0
29-01-2022;Realeza;18;29;0
30-01-2022;Realeza;27;41;1
31-01-2022;Realeza;11;15;0
01-02-2022;Realeza;21;33;0
02-02-2022;Realeza;13;17;0
03-02-2022;Realeza;19;28;0
04-02-2022;Realeza;26;35;1
05-02-2022;Realeza;15;24;0
06-02-2022;Realeza;13;16;0
07-02-2022;Realeza;26;36;0
08-02-2022;Realeza;31;42;1
09-02-2022;Realeza;10;13;0
10-02-2022;Realeza;30;46;1
11-02-2022;Realeza;22;33;0
12-02-2022;Realeza;14;23;0
13-02-2022;Realeza;26;32;0
14-02-2022;Realeza;16;23;0
15-02-2022;Realeza;11;17;0
16-02-2022;Realeza;29;40;0
17-02-2022;Realeza;29;45;1
18-02-2022;Realeza;27;40;1
19-02-2022;Realeza;22;29;0
20-02-2022;Realeza;11;15;0
21-02-2022;Realeza;28;40;0
22-02-2022;Realeza;19;28;0
23-02-2022;Realeza;15;20;0
24-02-2022;Realeza;20;30;0
25-02-2022;Realeza;22;28;1
26-02-2022;Realeza;16;27;0
27-02-2022;Realeza;20;33;0
28-02-2022;Realeza;18;23;0
01-03-2022;Realeza;10;17;0
02-03-2022;Realeza;9;14;0
03-03-2022;Realeza;26;38;0
04-03-2022;Realeza;14;20;0
05-03-2022;Realeza;33;53;1
06-03-2022;Realeza;31;48;1
07-03-2022;Realeza;31;51;1
08-03-2022;Realeza;26;31;0
09-03-2022;Realeza;21;35;1
10-03-2022;Realeza;10;15;0
11-03-2022;Realeza;26;37;0
12-03-2022;Realeza;11;18;0
13-03-2022;Realeza;27;36;1
14-03-2022;Realeza;21;28;1
15-03-2022;Realeza;13;19;0
16-03-2022;Realeza;16;22;0
17-03-2022;Realeza;30;48;1
18-03-2022;Realeza;31;48;1
19-03-2022;Realeza;21;27;1
20-03-2022;Realeza;17;22;0
21-03-2022;Realeza;29;49;0
22-03-2022;Realeza;12;19;0
23-03-2022;Realeza;12;16;0
24-03-2022;Realeza;20;28;0
25-03-2022;Realeza;21;28;0
26-03-2022;Realeza;29;36;1
27-03-2022;Realeza;30;48;0
28-03-2022;Realeza;17;25;0
29-03-2022;Realeza;14;19;0
30-03-2022;Realeza;33;49;1
31-03-2022;Realeza;14;20;0
01-04-2022;Realeza;15;20;0
02-04-2022;Realeza;16;26;0
03-04-2022;Realeza;33;53;1
04-04-2022;Realeza;17;27;0
05-04-2022;Realeza;31;38;0
06-04-2022;Realeza;28;43;1
07-04-2022;Realeza;13;22;0
08-04-2022;Realeza;12;20;0
09-04-2022;Realeza;23;38;1
10-04-2022;Realeza;26;43;1
11-04-2022;Realeza;23;29;0
12-04-2022;Realeza;28;44;0
13-04-2022;Realeza;25;33;0
14-04-2022;Realeza;31;43;0
15-04-2022;Realeza;13;18;0
16-04-2022;Realeza;32;49;0
17-04-2022;Realeza;9;15;0
18-04-2022;Realeza;9;11;0
19-04-2022;Realeza;20;29;0
20-04-2022;Realeza;12;16;0
21-04-2022;Realeza;20;26;0
22-04-2022;Realeza;24;32;0
23-04-2022;Realeza;28;38;0
24-04-2022;Realeza;33;53;1
25-04-2022;Realeza;26;36;0
26-04-2022;Realeza;18;27;0
27-04-2022;Realeza;30;40;1
28-04-2022;Realeza;20;28;0
29-04-2022;Realeza;14;23;0
20-01-2020;Mangueirinha;29;48;1
21-01-2020;Mangueirinha;10;14;0
22-01-2020;Mangueirinha;11;18;0
23-01-2020;Mangueirinha;20;27;0
24-01-2020;Mangueirinha;29;37;1
25-01-2020;Mangueirinha;16;26;0
26-01-2020;Mangueirinha;28;47;1
27-01-2020;Mangueirinha;14;19;0
28-01-2020;Mangueirinha;13;19;0
29-01-2020;Mangueirinha;12;19;0
30-01-2020;Mangueirinha;30;42;1
31-01-2020;Mangueirinha;25;42;1
01-02-2020;Mangueirinha;17;21;0
02-02-2020;Mangueirinha;18;22;0
03-02-2020;Mangueirinha;24;30;1
04-02-2020;Mangueirinha;33;49;1
05-02-2020;Mangueirinha;11;17;0
06-02-2020;Mangueirinha;26;35;1
07-02-2020;Mangueirinha;9;13;0
08-02-2020;Mangueirinha;32;53;0
09-02-2020;Mangueirinha;16;26;0
10-02-2020;Mangueirinha;15;21;0
11-02-2020;Mangueirinha;25;38;1
12-02-2020;Mangueirinha;20;29;1
13-02-2020;Mangueirinha;20;25;0
14-02-2020;Mangueirinha;16;24;0
15-02-2020;Mangueirinha;17;21;0
16-02-2020;Mangueirinha;15;18;0
17-02-2020;Mangueirinha;9;15;0
18-02-2020;Mangueirinha;14;17;0
19-02-2020;Mangueirinha;16;22;0
20-02-2020;Mangueirinha;17;24;0
21-02-2020;Mangueirinha;23;29;0
22-02-2020;Mangueirinha;10;14;0
23-02-2020;Mangueirinha;33;44;1
24-02-2020;Mangueirinha;28;47;1
25-02-2020;Mangueirinha;26;37;1
26-02-2020;Mangueirinha;26;38;0
27-02-2020;Mangueirinha;18;30;0
28-02-2020;Mangueirinha;25;35;1
29-02-2020;Mangueirinha;24;38;0
01-03-2020;Mangueirinha;21;31;1
02-03-2020;Mangueirinha;29;37;1
03-03-2020;Mangueirinha;15;22;0
04-03-2020;Mangueirinha;22;29;0
05-03-2020;Mangueirinha;26;41;1
06-03-2020;Mangueirinha;10;13;0
07-03-2020;Mangueirinha;28;40;0
08-03-2020;Mangueirinha;26;40;0
09-03-2020;Mangueirinha;27;35;1
10-03-2020;Mangueirinha;23;31;1
11-03-2020;Mangueirinha;11;15;0
12-03-2020;Mangueirinha;27;37;0
13-03-2020;Mangueirinha;15;24;0
14-03-2020;Mangueirinha;15;19;0
15-03-2020;Mangueirinha;21;27;0
16-03-2020;Mangueirinha;11;17;0
17-03-2020;Mangueirinha;29;49;1
18-03-2020;Mangueirinha;10;14;0
19-03-2020;Mangueirinha;29;37;1
20-03-2020;Mangueirinha;16;22;0
21-03-2020;Mangueirinha;20;30;0
22-03-2020;Mangueirinha;20;30;1
23-03-2020;Mangueirinha;31;53;0
24-03-2020;Mangueirinha;32;40;1
25-03-2020;Mangueirinha;29;38;0
26-03-2020;Mangueirinha;13;18;0
27-03-2020;Mangueirinha;13;20;0
28-03-2020;Mangueirinha;18;26;0
29-03-2020;Mangueirinha;25;31;0
30-03-2020;Mangueirinha;30;48;1
31-03-2020;Mangueirinha;26;39;1
01-04-2020;Mangueirinha;21;33;0
02-04-2020;Mangueirinha;25;40;1
03-04-2020;Mangueirinha;19;29;0
04-04-2020;Mangueirinha;21;33;0
05-04-2020;Mangueirinha;31;40;1
06-04-2020;Mangueirinha;30;46;1
07-04-2020;Mangueirinha;24;39;0
08-04-2020;Mangueirinha;19;29;0
09-04-2020;Mangueirinha;32;52;1
10-04-2020;Mangueirinha;12;18;0
11-04-2020;Mangueirinha;25;39;0
12-04-2020;Mangueirinha;17;27;0
13-04-2020;Mangueirinha;34;54;1
14-04-2020;Mangueirinha;9;14;0
15-04-2020;Mangueirinha;30;42;1
16-04-2020;Mangueirinha;9;12;0
17-04-2020;Mangueirinha;22;35;0
18-04-2020;Mangueirinha;16;22;0
19-04-2020;Mangueirinha;10;16;0
20-04-2020;Mangueirinha;27;36;1
21-04-2020;Mangueirinha;25;42;0
22-04-2020;Mangueirinha;16;27;0
23-04-2020;Mangueirinha;26;34;0
24-04-2020;Mangueirinha;9;15;0
25-04-2020;Mangueirinha;25;34;0
26-04-2020;Mangueirinha;28;39;1
27-04-2020;Mangueirinha;18;30;0
28-04-2020;Mangueirinha;27;45;1
29-04-2020;Mangueirinha;23;34;0
30-04-2020;Mangueirinha;13;18;0
01-05-2020;Mangueirinha;9;12;0
02-05-2020;Mangueirinha;14;21;0
03-05-2020;Mangueirinha;27;42;0
04-05-2020;Mangueirinha;21;31;0
05-05-2020;Mangueirinha;11;15;0
06-05-2020;Mangueirinha;24;29;0
07-05-2020;Mangueirinha;11;16;0
08-05-2020;Mangueirinha;20;34;1
09-05-2020;Mangueirinha;26;34;0
10-05-2020;Mangueirinha;26;35;0
11-05-2020;Mangueirinha;32;40;0
12-05-2020;Mangueirinha;19;26;1
13-05-2020;Mangueirinha;9;15;0
14-05-2020;Mangueirinha;29;43;0
15-05-2020;Mangueirinha;26;35;0
16-05-2020;Mangueirinha;24;33;1
17-05-2020;Mangueirinha;23;36;1
18-05-2020;Mangueirinha;26;40;0
19-05-2020;Mangueirinha;24;38;0
20-05-2020;Mangueirinha;33;47;1
21-05-2020;Mangueirinha;32;51;1
22-05-2020;Mangueirinha;10;13;0
23-05-2020;Mangueirinha;9;14;0
24-05-2020;Mangueirinha;23;31;0
25-05-2020;Mangueirinha;15;24;0
26-05-2020;Mangueirinha;12;15;0
27-05-2020;Mangueirinha;27;38;0
28-05-2020;Mangueirinha;16;20;0
29-05-2020;Mangueirinha;12;16;0
30-05-2020;Mangueirinha;22;32;1
31-05-2020;Mangueirinha;16;22;0
01-06-2020;Mangueirinha;10;15;0
02-06-2020;Mangueirinha;34;44;1
03-06-2020;Mangueirinha;21;29;1
04-06-2020;Mangueirinha;30;36;1
05-06-2020;Mangueirinha;32;44;1
06-06-2020;Mangueirinha;26;43;0
07-06-2020;Mangueirinha;20;34;0
08-06-2020;Mangueirinha;14;22;0
09-06-2020;Mangueirinha;22;35;1
10-06-2020;Mangueirinha;22;37;0
11-06-2020;Mangueirinha;33;47;1
12-06-2020;Mangueirinha;30;37;1
13-06-2020;Mangueirinha;16;22;0
14-06-2020;Mangueirinha;30;43;1
15-06-2020;Mangueirinha;18;30;1
16-06-2020;Mangueirinha;24;30;1
17-06-2020;Mangueirinha;24;40;1
18-06-2020;Mangueirinha;28;34;0
19-06-2020;Mangueirinha;32;52;1
20-06-2020;Mangueirinha;28;40;1
21-06-2020;Mangueirinha;21;25;0
22-06-2020;Mangueirinha;19;23;0
23-06-2020;Mangueirinha;24;31;0
24-06-2020;Mangueirinha;28;43;1
25-06-2020;Mangueirinha;16;22;0
26-06-2020;Mangueirinha;15;19;0
27-06-2020;Mangueirinha;29;47;0
28-06-2020;Mangueirinha;28;36;1
29-06-2020;Mangueirinha;15;25;0
30-06-2020;Mangueirinha;16;25;0
01-07-2020;Mangueirinha;11;19;0
02-07-2020;Mangueirinha;12;20;0
03-07-2020;Mangueirinha;15;21;0
04-07-2020;Mangueirinha;31;41;0
05-07-2020;Mangueirinha;30;45;1
06-07-2020;Mangueirinha;13;16;0
07-07-2020;Mangueirinha;18;27;0
08-07-2020;Mangueirinha;33;53;1
09-07-2020;Mangueirinha;16;23;0
10-07-2020;Mangueirinha;31;39;1
11-07-2020;Mangueirinha;14;21;0
12-07-2020;Mangueirinha;29;44;0
13-07-2020;Mangueirinha;24;38;0
14-07-2020;Mangueirinha;21;34;1
15-07-2020;Mangueirinha;17;23;0
16-07-2020;Mangueirinha;10;15;0
17-07-2020;Mangueirinha;13;22;0
18-07-2020;Mangueirinha;25;33;1
19-07-2020;Mangueirinha;32;44;0
20-07-2020;Mangueirinha;32;51;1
21-07-2020;Mangueirinha;12;20;0
22-07-2020;Mangueirinha;23;28;0
23-07-2020;Mangueirinha;14;21;0
24-07-2020;Mangueirinha;30;41;1
25-07-2020;Mangueirinha;17;29;1
26-07-2020;Mangueirinha;18;23;0
27-07-2020;Mangueirinha;28;39;1
28-07-2020;Mangueirinha;17;28;0
29-07-2020;Mangueirinha;15;18;0
30-07-2020;Mangueirinha;27;38;0
31-07-2020;Mangueirinha;13;16;0
01-08-2020;Mangueirinha;16;24;0
02-08-2020;Mangueirinha;31;38;1
03-08-2020;Mangueirinha;15;22;0
04-08-2020;Mangueirinha;19;27;0
05-08-2020;Mangueirinha;24;33;1
06-08-2020;Mangueirinha;14;19;0
07-08-2020;Mangueirinha;32;48;1
08-08-2020;Mangueirinha;26;44;1
09-08-2020;Mangueirinha;30;43;1
10-08-2020;Mangueirinha;33;43;0
11-08-2020;Mangueirinha;18;23;0
12-08-2020;Mangueirinha;19;26;0
13-08-2020;Mangueirinha;29;42;0
14-08-2020;Mangueirinha;29;38;1
15-08-2020;Mangueirinha;24;30;0
16-08-2020;Mangueirinha;33;44;1
17-08-2020;Mangueirinha;12;17;0
18-08-2020;Mangueirinha;14;17;0
19-08-2020;Mangueirinha;12;17;0
20-08-2020;Mangueirinha;16;22;0
21-08-2020;Mangueirinha;24;33;1
22-08-2020;Mangueirinha;13;22;0
23-08-2020;Mangueirinha;20;31;0
24-08-2020;Mangueirinha;24;40;0
25-08-2020;Mangueirinha;33;48;0
26-08-2020;Mangueirinha;13;17;0
27-08-2020;Mangueirinha;14;23;0
28-08-2020;Mangueirinha;32;39;1
29-08-2020;Mangueirinha;21;36;1
30-08-2020;Mangueirinha;17;26;0
31-08-2020;Mangueirinha;24;35;1
01-09-2020;Mangueirinha;9;13;0
02-09-2020;Mangueirinha;23;36;0
03-09-2020;Mangueirinha;27;43;0
04-09-2020;Mangueirinha;11;14;0
05-09-2020;Mangueirinha;26;44;1
06-09-2020;Mangueirinha;30;41;1
07-09-2020;Mangueirinha;25;34;0
08-09-2020;Mangueirinha;11;13;0
09-09-2020;Mangueirinha;33;44;1
10-09-2020;Mangueirinha;33;47;1
11-09-2020;Mangueirinha;32;50;1
12-09-2020;Mangueirinha;21;26;0
13-09-2020;Mangueirinha;28;36;1
14-09-2020;Mangueirinha;27;42;0
15-09-2020;Mangueirinha;21;27;0
16-09-2020;Mangueirinha;19;29;1
17-09-2020;Mangueirinha;14;23;0
18-09-2020;Mangueirinha;33;40;1
19-09-2020;Mangueirinha;14;22;0
20-09-2020;Mangueirinha;28;40;1
21-09-2020;Mangueirinha;12;20;0
22-09-2020;Mangueirinha;26;33;1
23-09-2020;Mangueirinha;20;31;0
24-09-2020;Mangueirinha;27;43;1
25-09-2020;Mangueirinha;13;20;0
26-09-2020;Mangueirinha;15;22;0
27-09-2020;Mangueirinha;21;33;1
28-09-2020;Mangueirinha;11;18;0
29-09-2020;Mangueirinha;19;32;0
30-09-2020;Mangueirinha;20;26;0
01-10-2020;Mangueirinha;20;24;1
02-10-2020;Mangueirinha;31;52;1
03-10-2020;Mangueirinha;16;27;0
04-10-2020;Mangueirinha;25;36;0
05-10-2020;Mangueirinha;26;40;0
06-10-2020;Mangueirinha;21;35;0
07-10-2020;Mangueirinha;23;28;1
08-10-2020;Mangueirinha;10;16;0
09-10-2020;Mangueirinha;19;32;0
10-10-2020;Mangueirinha;33;54;1
11-10-2020;Mangueirinha;29;42;1
12-10-2020;Mangueirinha;22;33;0
13-10-2020;Mangueirinha;30;49;0
14-10-2020;Mangueirinha;28;44;1
15-10-2020;Mangueirinha;16;20;0
16-10-2020;Mangueirinha;28;40;0
17-10-2020;Mangueirinha;14;21;0
18-10-2020;Mangueirinha;11;16;0
19-10-2020;Mangueirinha;23;28;1
20-10-2020;Mangueirinha;33;47;0
21-10-2020;Mangueirinha;13;16;0
22-10-2020;Mangueirinha;15;20;0
23-10-2020;Mangueirinha;33;53;1
24-10-2020;Mangueirinha;28;44;0
25-10-2020;Mangueirinha;14;18;0
26-10-2020;Mangueirinha;31;52;1
27-10-2020;Mangueirinha;30;44;1
28-10-2020;Mangueirinha;25;37;1
29-10-2020;Mangueirinha;32;44;0
30-10-2020;Mangueirinha;33;43;1
31-10-2020;Mangueirinha;15;22;0
01-11-2020;Mangueirinha;33;41;0
02-11-2020;Mangueirinha;13;19;0
03-11-2020;Mangueirinha;13;22;0
04-11-2020;Mangueirinha;13;18;0
05-11-2020;Mangueirinha;31;40;1
06-11-2020;Mangueirinha;14;24;0
07-11-2020;Mangueirinha;19;23;0
08-11-2020;Mangueirinha;30;42;1
09-11-2020;Mangueirinha;27;42;1
10-11-2020;Mangueirinha;28;36;0
11-11-2020;Mangueirinha;17;27;0
12-11-2020;Mangueirinha;33;42;1
13-11-2020;Mangueirinha;25;42;1
14-11-2020;Mangueirinha;12;17;0
15-11-2020;Mangueirinha;9;15;0
16-11-2020;Mangueirinha;29;46;0
17-11-2020;Mangueirinha;18;26;0
18-11-2020;Mangueirinha;19;24;0
19-11-2020;Mangueirinha;15;22;0
20-11-2020;Mangueirinha;33;54;1
21-11-2020;Mangueirinha;16;20;0
22-11-2020;Mangueirinha;22;31;0
23-11-2020;Mangueirinha;17;26;0
24-11-2020;Mangueirinha;28;34;0
25-11-2020;Mangueirinha;12;20;0
26-11-2020;Mangueirinha;25;34;0
27-11-2020;Mangueirinha;11;18;0
28-11-2020;Mangueirinha;21;27;1
29-11-2020;Mangueirinha;27;39;0
30-11-2020;Mangueirinha;33;55;1
01-12-2020;Mangueirinha;24;29;1
02-12-2020;Mangueirinha;10;15;0
03-12-2020;Mangueirinha;18;27;0
04-12-2020;Mangueirinha;27;40;1
05-12-2020;Mangueirinha;26;36;0
06-12-2020;Mangueirinha;18;24;0
07-12-2020;Mangueirinha;27;34;0
08-12-2020;Mangueirinha;15;22;0
09-12-2020;Mangueirinha;24;39;0
10-12-2020;Mangueirinha;23;34;1
11-12-2020;Mangueirinha;9;13;0
12-12-2020;Mangueirinha;28;40;1
13-12-2020;Mangueirinha;14;22;0
14-12-2020;Mangueirinha;33;55;1
15-12-2020;Mangueirinha;33;49;1
16-12-2020;Mangueirinha;33;41;0
17-12-2020;Mangueirinha;18;24;0
18-12-2020;Mangueirinha;19;25;0
19-12-2020;Mangueirinha;9;11;0
20-12-2020;Mangueirinha;30;46;1
21-12-2020;Mangueirinha;25;41;1
22-12-2020;Mangueirinha;14;21;0
23-12-2020;Mangueirinha;24;36;1
24-12-2020;Mangueirinha;24;36;1
25-12-2020;Mangueirinha;17;28;0
26-12-2020;Mangueirinha;14;17;0
27-12-2020;Mangueirinha;24;30;0
28-12-2020;Mangueirinha;27;41;0
29-12-2020;Mangueirinha;32;54;1
30-12-2020;Mangueirinha;32;49;1
31-12-2020;Mangueirinha;12;20;0
01-01-2021;Mangueirinha;12;20;0
02-01-2021;Mangueirinha;31;46;0
03-01-2021;Mangueirinha;30;46;1
04-01-2021;Mangueirinha;19;29;0
05-01-2021;Mangueirinha;23;33;1
06-01-2021;Mangueirinha;32;54;1
07-01-2021;Mangueirinha;27;41;0
08-01-2021;Mangueirinha;18;23;0
09-01-2021;Mangueirinha;19;32;0
10-01-2021;Mangueirinha;30;49;1
11-01-2021;Mangueirinha;32;46;1
12-01-2021;Mangueirinha;25;30;0
13-01-2021;Mangueirinha;20;25;0
14-01-2021;Mangueirinha;21;35;0
15-01-2021;Mangueirinha;21;30;1
16-01-2021;Mangueirinha;29;38;1
17-01-2021;Mangueirinha;17;21;0
18-01-2021;Mangueirinha;31;42;1
19-01-2021;Mangueirinha;9;14;0
20-01-2021;Mangueirinha;28;36;0
21-01-2021;Mangueirinha;24;37;1
22-01-2021;Mangueirinha;25;39;0
23-01-2021;Mangueirinha;20;29;0
24-01-2021;Mangueirinha;12;17;0
25-01-2021;Mangueirinha;26;41;1
26-01-2021;Mangueirinha;28;35;0
27-01-2021;Mangueirinha;14;23;0
28-01-2021;Mangueirinha;20;29;0
29-01-2021;Mangueirinha;12;20;0
30-01-2021;Mangueirinha;16;25;0
31-01-2021;Mangueirinha;10;15;0
01-02-2021;Mangueirinha;17;23;0
02-02-2021;Mangueirinha;28;46;1
03-02-2021;Mangueirinha;19;27;0
04-02-2021;Mangueirinha;19;30;0
05-02-2021;Mangueirinha;33;49;1
06-02-2021;Mangueirinha;17;23;0
07-02-2021;Mangueirinha;12;19;0
08-02-2021;Mangueirinha;19;28;0
09-02-2021;Mangueirinha;15;19;0
10-02-2021;Mangueirinha;27;36;0
11-02-2021;Mangueirinha;21;29;1
12-02-2021;Mangueirinha;17;25;0
13-02-2021;Mangueirinha;30;37;0
14-02-2021;Mangueirinha;32;41;0
15-02-2021;Mangueirinha;20;30;0
16-02-2021;Mangueirinha;31;47;0
17-02-2021;Mangueirinha;20;33;0
18-02-2021;Mangueirinha;10;13;0
19-02-2021;Mangueirinha;20;31;0
20-02-2021;Mangueirinha;19;31;1
21-02-2021;Mangueirinha;14;19;0
22-02-2021;Mangueirinha;31;48;1
23-02-2021;Mangueirinha;12;16;0
24-02-2021;Mangueirinha;23;28;0
25-02-2021;Mangueirinha;17;23;0
26-02-2021;Mangueirinha;27;33;0
27-02-2021;Mangueirinha;27;36;1
28-02-2021;Mangueirinha;11;16;0
01-03-2021;Mangueirinha;21;34;0
02-03-2021;Mangueirinha;24;31;0
03-03-2021;Mangueirinha;33;52;0
04-03-2021;Mangueirinha;15;25;0
05-03-2021;Mangueirinha;31;40;1
06-03-2021;Mangueirinha;12;19;0
07-03-2021;Mangueirinha;28;41;1
08-03-2021;Mangueirinha;13;17;0
09-03-2021;Mangueirinha;21;26;0
10-03-2021;Mangueirinha;29;41;0
11-03-2021;Mangueirinha;12;17;0
12-03-2021;Mangueirinha;11;13;0
13-03-2021;Mangueirinha;30;47;1
14-03-2021;Mangueirinha;17;22;0
15-03-2021;Mangueirinha;10;14;0
16-03-2021;Mangueirinha;30;40;1
17-03-2021;Mangueirinha;23;39;1
18-03-2021;Mangueirinha;22;36;0
19-03-2021;Mangueirinha;26;38;0
20-03-2021;Mangueirinha;26;37;0
21-03-2021;Mangueirinha;13;17;0
22-03-2021;Mangueirinha;21;30;0
23-03-2021;Mangueirinha;17;27;0
24-03-2021;Mangueirinha;30;46;1
25-03-2021;Mangueirinha;33;43;1
26-03-2021;Mangueirinha;30;40;1
27-03-2021;Mangueirinha;31;39;0
28-03-2021;Mangueirinha;22;34;0
29-03-2021;Mangueirinha;26;36;1
30-03-2021;Mangueirinha;9;11;0
31-03-2021;Mangueirinha;15;19;0
01-04-2021;Mangueirinha;26;31;0
02-04-2021;Mangueirinha;16;25;0
03-04-2021;Mangueirinha;16;20;0
04-04-2021;Mangueirinha;12;15;0
05-04-2021;Mangueirinha;16;20;0
06-04-2021;Mangueirinha;17;27;0
07-04-2021;Mangueirinha;29;37;0
08-04-2021;Mangueirinha;24;36;0
09-04-2021;Mangueirinha;12;20;0
10-04-2021;Mangueirinha;22;29;0
11-04-2021;Mangueirinha;18;26;1
12-04-2021;Mangueirinha;26;34;1
13-04-2021;Mangueirinha;17;24;0
14-04-2021;Mangueirinha;28;42;0
15-04-2021;Mangueirinha;24;34;1
16-04-2021;Mangueirinha;31;48;1
17-04-2021;Mangueirinha;21;25;1
18-04-2021;Mangueirinha;25;34;0
19-04-2021;Mangueirinha;18;29;0
20-04-2021;Mangueirinha;32;43;1
21-04-2021;Mangueirinha;23;36;0
22-04-2021;Mangueirinha;22;34;0
23-04-2021;Mangueirinha;16;24;0
24-04-2021;Mangueirinha;14;19;0
25-04-2021;Mangueirinha;27;39;1
26-04-2021;Mangueirinha;26;31;1
27-04-2021;Mangueirinha;14;21;0
